# Filename: ILATM2_20171125_202918_smooth_nadir3seg_50pt.csv
# Input filename: ILATMW1B_20171125_202918.atm6AT6.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 171125_aa_l12_cfm_itrf14_08jan18_sawh_roth_amu2
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
73731.50, -72.886310, 269.059219, 568.7501, -0.0113219, -0.0370653, 17.33, 1198, 0, -318, 3
73731.50, -72.888217, 269.066477, 562.3465, -0.0209130, -0.0440545, 5.12, 114, 0, 0, 0
73731.75, -72.890465, 269.076529, 541.5941, -0.0255473, -0.0642158, 90.80, 1338, 59, 412, 1
73731.75, -72.888277, 269.068207, 559.0405, -0.0152963, -0.0537125, 69.18, 521, 0, 47, 2
73731.75, -72.886090, 269.059885, 567.6158, -0.0133496, -0.0386852, 20.35, 1205, 0, -318, 3
73731.75, -72.887998, 269.067143, 560.8397, -0.0219830, -0.0464015, 4.62, 111, 2, 0, 0
73732.00, -72.890248, 269.077211, 539.6190, -0.0280534, -0.0664188, 96.87, 1300, 58, 412, 1
73732.00, -72.888060, 269.068880, 557.4280, -0.0181076, -0.0572041, 63.63, 534, 0, 47, 2
73732.00, -72.885871, 269.060549, 566.3809, -0.0151250, -0.0403750, 22.59, 1242, 1, -318, 3
73732.00, -72.887778, 269.067809, 559.2360, -0.0239961, -0.0490454, 4.64, 111, 1, 0, 0
73732.25, -72.890034, 269.077897, 537.6861, -0.0260246, -0.0651897, 99.36, 1307, 60, 413, 1
73732.25, -72.887842, 269.069553, 555.7806, -0.0168460, -0.0569454, 60.98, 507, 0, 47, 2
73732.25, -72.885649, 269.061209, 565.0605, -0.0167258, -0.0420692, 23.61, 1266, 3, -319, 3
73732.25, -72.887559, 269.068476, 557.5250, -0.0252175, -0.0506901, 4.37, 99, 1, 0, 0
73732.50, -72.889816, 269.078564, 536.2205, -0.0228350, -0.0679543, 123.48, 1378, 17, 413, 1
73732.50, -72.887619, 269.070208, 554.1526, -0.0177066, -0.0579510, 58.61, 506, 0, 47, 2
73732.50, -72.885422, 269.061852, 563.6137, -0.0187255, -0.0448281, 25.43, 1270, 1, -320, 3
73732.50, -72.887339, 269.069143, 555.8036, -0.0245120, -0.0509479, 4.10, 95, 2, 0, 0
73732.75, -72.889596, 269.079224, 534.6181, -0.0169647, -0.0652555, 129.37, 1410, 3, 413, 1
73732.75, -72.887395, 269.070858, 552.4782, -0.0175264, -0.0569961, 55.12, 536, 1, 46, 2
73732.75, -72.885194, 269.062492, 562.0709, -0.0196103, -0.0467862, 24.60, 1267, 0, -321, 3
73732.75, -72.887119, 269.069810, 554.0890, -0.0239818, -0.0516208, 3.28, 103, 3, 0, 0
73733.00, -72.889376, 269.079885, 533.1678, -0.0098269, -0.0604252, 126.41, 1431, 0, 413, 1
73733.00, -72.887172, 269.071509, 550.8543, -0.0169092, -0.0556186, 51.87, 554, 3, 45, 2
73733.00, -72.884967, 269.063134, 560.4833, -0.0204352, -0.0486443, 23.69, 1255, 0, -322, 3
73733.00, -72.886900, 269.070477, 552.4040, -0.0230882, -0.0505108, 3.84, 118, 0, 0, 0
73733.25, -72.889157, 269.080547, 531.9007, -0.0048217, -0.0562925, 123.34, 1413, 0, 413, 1
73733.25, -72.886948, 269.072163, 549.2878, -0.0166753, -0.0542401, 45.87, 542, 7, 45, 2
73733.25, -72.884740, 269.063780, 558.8628, -0.0196671, -0.0490954, 21.77, 1237, 0, -323, 3
73733.25, -72.886680, 269.071145, 550.7549, -0.0220894, -0.0500804, 4.52, 115, 0, 0, 0
73733.50, -72.888936, 269.081208, 530.7376, -0.0003365, -0.0511947, 116.35, 1428, 8, 413, 1
73733.50, -72.886724, 269.072814, 547.7882, -0.0151202, -0.0519632, 40.00, 536, 9, 44, 2
73733.50, -72.884512, 269.064419, 557.2854, -0.0179128, -0.0486192, 18.23, 1221, 3, -325, 3
73733.50, -72.886460, 269.071813, 549.1815, -0.0184056, -0.0485120, 3.55, 123, 1, 0, 0
73733.75, -72.888714, 269.081869, 529.1778, 0.0003242, -0.0440461, 90.32, 1410, 74, 412, 1
73733.75, -72.886500, 269.073466, 546.3231, -0.0156653, -0.0515437, 35.40, 540, 11, 43, 2
73733.75, -72.884286, 269.065063, 555.7563, -0.0160884, -0.0480327, 14.26, 1180, 10, -326, 3
73733.75, -72.886241, 269.072482, 547.6676, -0.0183352, -0.0481457, 4.42, 124, 0, 0, 0
73734.00, -72.888494, 269.082535, 529.0315, 0.0052437, -0.0465319, 100.90, 1470, 3, 412, 1
73734.00, -72.886277, 269.074124, 544.8928, -0.0160287, -0.0502035, 25.64, 521, 24, 43, 2
73734.00, -72.884060, 269.065713, 554.2837, -0.0141331, -0.0473546, 13.15, 1179, 7, -327, 3
73734.00, -72.886021, 269.073150, 546.1478, -0.0185996, -0.0478853, 5.25, 114, 1, 0, 0
73734.25, -72.888276, 269.083204, 528.1379, 0.0041785, -0.0473364, 101.98, 1535, 0, 412, 1
73734.25, -72.886056, 269.074786, 543.5054, -0.0152499, -0.0480972, 17.67, 499, 29, 42, 2
73734.25, -72.883836, 269.066368, 552.9090, -0.0115587, -0.0459223, 13.61, 1233, 7, -327, 3
73734.25, -72.885801, 269.073819, 544.6737, -0.0166325, -0.0469180, 5.66, 115, 3, 0, 0
73734.50, -72.888058, 269.083884, 527.1716, 0.0049716, -0.0459074, 106.52, 1608, 0, 413, 1
73734.50, -72.885836, 269.075456, 542.1313, -0.0143722, -0.0466040, 16.58, 520, 23, 42, 2
73734.50, -72.883614, 269.067027, 551.6271, -0.0092739, -0.0446824, 14.09, 1301, 4, -328, 3
73734.50, -72.885581, 269.074489, 543.2581, -0.0163796, -0.0458189, 8.26, 123, 2, 0, 0
73734.75, -72.887843, 269.084565, 526.4515, 0.0073396, -0.0445907, 104.80, 1601, 0, 413, 1
73734.75, -72.885617, 269.076129, 540.8220, -0.0124634, -0.0442744, 14.78, 533, 24, 43, 2
73734.75, -72.883391, 269.067693, 550.4458, -0.0057653, -0.0423193, 13.77, 1332, 3, -328, 3
73734.75, -72.885361, 269.075159, 541.8820, -0.0151803, -0.0437786, 8.18, 126, 1, 0, 0
73735.00, -72.887626, 269.085248, 525.7435, 0.0086697, -0.0440288, 100.24, 1611, 0, 414, 1
73735.00, -72.885398, 269.076802, 539.6255, -0.0090871, -0.0406087, 13.83, 483, 12, 43, 2
73735.00, -72.883170, 269.068356, 549.3992, -0.0032275, -0.0405423, 13.21, 1377, 2, -328, 3
73735.00, -72.885141, 269.075830, 540.6028, -0.0127404, -0.0416308, 8.49, 104, 0, 0, 0
73735.25, -72.887411, 269.085933, 525.1750, 0.0117981, -0.0423384, 92.58, 1564, 0, 415, 1
73735.25, -72.885179, 269.077479, 538.6045, -0.0045658, -0.0360357, 15.45, 436, 0, 43, 2
73735.25, -72.882948, 269.069026, 548.4794, -0.0008635, -0.0383774, 14.02, 1354, 8, -329, 3
73735.25, -72.884921, 269.076500, 539.5093, -0.0074214, -0.0365902, 10.67, 94, 0, 0, 0
73735.50, -72.887195, 269.086618, 524.7410, 0.0158392, -0.0402427, 84.91, 1541, 0, 415, 1
73735.50, -72.884961, 269.078157, 537.8072, 0.0008717, -0.0307232, 15.58, 474, 0, 43, 2
73735.50, -72.882727, 269.069695, 547.6830, 0.0005305, -0.0364004, 14.60, 1290, 6, -329, 3
73735.50, -72.884701, 269.077171, 538.6750, 0.0002441, -0.0304794, 8.94, 110, 0, 0, 0
73735.75, -72.886978, 269.087296, 524.4769, 0.0203822, -0.0381727, 74.79, 1526, 0, 416, 1
73735.75, -72.884741, 269.078828, 537.2495, 0.0052463, -0.0267362, 15.99, 502, 0, 43, 2
73735.75, -72.882504, 269.070361, 547.0151, 0.0018476, -0.0339138, 15.06, 1328, 2, -329, 3
73735.75, -72.884481, 269.077842, 538.0801, 0.0043250, -0.0278993, 7.02, 106, 0, 0, 0
73736.00, -72.886761, 269.087974, 524.3417, 0.0236602, -0.0375091, 61.18, 1508, 0, 416, 1
73736.00, -72.884522, 269.079502, 536.8280, 0.0069355, -0.0252741, 17.79, 481, 0, 43, 2
73736.00, -72.882282, 269.071030, 546.4117, 0.0006576, -0.0332602, 16.49, 1333, 2, -329, 3
73736.00, -72.884261, 269.078515, 537.6297, 0.0078582, -0.0260427, 7.04, 102, 0, 0, 0
73736.25, -72.886543, 269.088651, 524.2656, 0.0261803, -0.0369073, 48.12, 1520, 0, 416, 1
73736.25, -72.884301, 269.080171, 536.4520, 0.0073764, -0.0248577, 18.34, 498, 0, 43, 2
73736.25, -72.882059, 269.071691, 545.7981, -0.0015839, -0.0331414, 17.91, 1298, 0, -330, 3
73736.25, -72.884040, 269.079187, 537.2558, 0.0086423, -0.0256741, 5.51, 106, 0, 0, 0
73736.50, -72.886326, 269.089330, 524.1907, 0.0260428, -0.0385752, 41.55, 1512, 0, 417, 1
73736.50, -72.884081, 269.080844, 536.0584, 0.0062573, -0.0256421, 19.25, 502, 0, 43, 2
73736.50, -72.881835, 269.072358, 545.1390, -0.0048610, -0.0337235, 16.96, 1317, 12, -330, 3
73736.50, -72.883820, 269.079860, 536.8560, 0.0067056, -0.0274977, 5.10, 97, 0, 0, 0
73736.75, -72.886112, 269.090020, 524.0796, 0.0262890, -0.0404895, 38.74, 1472, 16, 418, 1
73736.75, -72.883863, 269.081525, 535.5984, 0.0043879, -0.0268437, 20.41, 498, 0, 44, 2
73736.75, -72.881614, 269.073030, 544.3536, -0.0075628, -0.0342293, 17.71, 1341, 6, -330, 3
73736.75, -72.883600, 269.080533, 536.3971, 0.0058851, -0.0289584, 5.51, 95, 0, 0, 0
73737.00, -72.885899, 269.090715, 524.0411, 0.0275223, -0.0427625, 34.08, 1458, 56, 419, 1
73737.00, -72.883646, 269.082211, 535.0485, 0.0019903, -0.0284675, 21.65, 503, 0, 44, 2
73737.00, -72.881393, 269.073708, 543.4877, -0.0115733, -0.0356694, 17.50, 1305, 7, -330, 3
73737.00, -72.883379, 269.081206, 535.8649, 0.0039747, -0.0310816, 3.88, 105, 0, 0, 0
73737.25, -72.885682, 269.091401, 523.9153, 0.0267588, -0.0461500, 33.21, 1470, 79, 419, 1
73737.25, -72.883427, 269.082892, 534.3827, -0.0015720, -0.0310210, 24.01, 535, 0, 45, 2
73737.25, -72.881173, 269.074383, 542.4741, -0.0148673, -0.0368427, 17.29, 1295, 7, -330, 3
73737.25, -72.883159, 269.081880, 535.1912, 0.0010517, -0.0342042, 4.08, 118, 2, 0, 0
73737.50, -72.885461, 269.092068, 523.6438, 0.0253114, -0.0490644, 35.99, 1464, 91, 419, 1
73737.50, -72.883202, 269.083551, 533.6035, -0.0047411, -0.0334081, 24.81, 575, 0, 44, 2
73737.50, -72.880944, 269.075033, 541.3517, -0.0187267, -0.0386307, 16.93, 1312, 8, -331, 3
73737.50, -72.882939, 269.082555, 534.3977, -0.0017290, -0.0362296, 4.52, 131, 0, 0, 0
73737.75, -72.885239, 269.092732, 523.0956, 0.0213188, -0.0526082, 42.67, 1491, 90, 419, 1
73737.75, -72.882976, 269.084201, 532.7188, -0.0074720, -0.0356272, 23.80, 594, 0, 43, 2
73737.75, -72.880713, 269.075670, 540.1132, -0.0214924, -0.0396548, 15.53, 1323, 11, -333, 3
73737.75, -72.882718, 269.083230, 533.4979, -0.0041942, -0.0382374, 4.32, 132, 0, 0, 0
73738.00, -72.885015, 269.093401, 522.2130, 0.0150155, -0.0568745, 48.15, 1555, 85, 418, 1
73738.00, -72.882749, 269.084856, 531.7033, -0.0104876, -0.0381572, 21.81, 611, 0, 42, 2
73738.00, -72.880483, 269.076310, 538.7441, -0.0238471, -0.0407068, 14.35, 1304, 3, -335, 3
73738.00, -72.882497, 269.083905, 532.4818, -0.0071545, -0.0405653, 4.90, 129, 0, 0, 0
73738.25, -72.884788, 269.094050, 521.2280, 0.0105973, -0.0599865, 49.45, 1599, 83, 417, 1
73738.25, -72.882522, 269.085505, 530.5399, -0.0142421, -0.0416890, 18.11, 572, 1, 41, 2
73738.25, -72.880256, 269.076960, 537.2678, -0.0265435, -0.0422037, 12.37, 1338, 1, -336, 3
73738.25, -72.882277, 269.084581, 531.3472, -0.0103245, -0.0426580, 3.98, 123, 0, 0, 0
